city	metro_name	yr	qtr	index_nsa	index_sa	note
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1994	4	79.22	78.44	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	1	79	78.77	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	2	79.36	78.38	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	3	79.13	77.91	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1995	4	78.76	78	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	1	77.88	77.56	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	2	78.25	77.27	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	3	78.3	77.2	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1996	4	77.91	77.14	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	1	77.92	77.53	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	2	78.72	77.73	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	3	79.67	78.6	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1997	4	81.2	80.41	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	1	82.22	81.75	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	2	84.9	83.84	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	3	87.2	86.05	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1998	4	88.94	88.09	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	1	89.67	89.16	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	2	93.15	91.99	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	3	93.62	92.35	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	1999	4	95.19	94.3	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	1	97.93	97.41	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	2	101.25	99.99	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	3	103.95	102.46	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2000	4	105.74	104.76	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	1	108.56	108.06	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	2	112.01	110.62	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	3	115.36	113.58	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2001	4	118.02	116.95	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	1	121.11	120.65	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	2	127.61	126.06	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	3	134.06	131.87	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2002	4	139.68	138.39	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	1	144.03	143.6	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	2	152.17	150.37	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	3	161.6	158.87	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2003	4	170.02	168.36	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	1	180.92	180.45	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	2	196.52	194.31	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	3	208.26	204.67	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2004	4	216.43	214.18	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	1	226.34	225.8	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	2	241.16	238.65	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	3	255.9	251.43	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2005	4	265.79	262.76	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	1	272.67	272.13	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	2	278.01	275.37	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	3	280.26	275.31	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2006	4	278.66	275.12	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	1	271.67	271.4	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	2	264.06	261.59	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	3	253.1	248.64	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2007	4	236.96	233.7	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	1	211.74	211.8	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	2	195.2	193.25	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	3	182.74	179.54	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2008	4	170.3	167.9	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	1	158.94	159.17	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	2	155.97	154.17	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	3	158.74	156.01	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2009	4	159.64	157.51	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	1	156.67	156.96	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	2	159.42	157.34	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	3	157.14	154.5	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2010	4	154.89	153.02	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	1	152.72	152.95	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	2	154.9	152.65	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	3	154.17	151.65	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2011	4	153.08	151.53	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	1	152.52	152.53	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	2	158.46	156.04	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	3	162.91	160.28	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2012	4	168.81	167.41	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	1	175.79	175.52	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	2	185.37	182.5	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	3	193.93	190.8	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2013	4	198.59	197.26	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2014	1	202.68	202.06	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2014	2	209.82	206.62	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2014	3	215.95	212.43	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2014	4	218.64	217.38	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2015	1	224.97	224.1	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2015	2	232.84	229.3	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2015	3	237.41	233.53	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2015	4	240.07	238.85	
31084	"Los Angeles-Long Beach-Glendale, CA  (MSAD)"	2016	1	247.67	246.57	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	2	98.88	99.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	3	100.29	99.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1991	4	102.06	101.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	1	102.38	102.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	2	102.98	103.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	3	103.49	102.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1992	4	104.29	103.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	1	105.2	105.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	2	108.15	108.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	3	111.87	111.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1993	4	113.5	113.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	1	115.01	115.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	2	115.38	115.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	3	118.21	117.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1994	4	118.59	118.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	1	120.61	120.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	2	120.9	121.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	3	122.13	121.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1995	4	122.72	122.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	1	122.61	122.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	2	124.99	125.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	3	125.51	124.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1996	4	126.43	125.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	1	124.94	125.16	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	2	125.29	125.35	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	3	126.79	126.25	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1997	4	128.46	128.04	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	1	128.95	129.18	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	2	130.54	130.58	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	3	131.91	131.3	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1998	4	131.94	131.58	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	1	132.75	132.98	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	2	134.04	134.07	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	3	136.61	135.89	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	1999	4	137.98	137.72	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	1	141.05	141.28	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	2	143.4	143.41	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	3	147.42	146.58	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2000	4	149.49	149.27	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	1	153.02	153.35	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	2	157.13	157.04	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	3	162.6	161.66	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2001	4	167.4	167.14	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	1	171.74	172.21	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	2	178.84	178.63	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	3	185.3	184.34	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2002	4	191.31	190.93	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	1	192.47	193.07	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	2	204.25	203.91	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	3	213.75	212.8	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2003	4	222.76	222.2	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	1	231.07	231.78	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	2	244.19	243.77	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	3	257.24	256.31	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2004	4	271.98	271.05	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	1	287.49	288.28	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	2	306.41	306.06	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	3	325.39	324.45	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2005	4	344.92	343.23	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	1	362.21	363.37	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	2	376.82	376.67	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	3	387.75	386.7	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2006	4	396.6	394.02	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	1	394.75	396.47	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	2	389.98	389.85	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	3	375.98	375.07	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2007	4	352.14	349.21	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	1	320.7	322.79	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	2	281.6	281.36	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	3	251.11	250.39	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2008	4	228.16	226.12	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	1	201.04	202.72	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	2	191.87	191.5	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	3	188.23	187.62	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2009	4	186.88	185.24	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	1	183.3	185.1	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	2	184.03	183.44	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	3	177.1	176.35	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2010	4	175.16	173.94	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	1	166.94	168.6	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	2	170.14	169.33	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	3	172.32	171.56	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2011	4	173.39	172.51	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	1	174.51	176.15	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	2	180.23	179.17	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	3	185.12	184.24	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2012	4	190.17	189.66	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	1	195.38	196.94	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	2	205.5	204.15	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	3	211.87	210.95	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2013	4	216.36	216.05	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2014	1	220.73	222.26	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2014	2	229.96	228.37	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2014	3	235.26	234.29	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2014	4	243.44	243.33	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2015	1	247.78	249.25	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2015	2	264.2	262.26	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2015	3	268.39	267.51	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2015	4	275.03	274.91	
33124	"Miami-Miami Beach-Kendall, FL  (MSAD)"	2016	1	282.41	283.99	
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	1	100	100	
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	2	102.47	101	
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	3	103.92	102.69	
33340	"Milwaukee-Waukesha-West Allis, WI"	1991	4	103.79	103.16	
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	1	105.41	105.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	2	109.12	107.55	
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	3	110.83	109.52	
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	4	111.86	111.19	
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	1	112.55	112.49	
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	2	116.13	114.52	
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	3	118.13	116.71	
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	4	120.3	119.61	
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	1	122.1	121.98	
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	2	124.73	123.08	
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	3	124.96	123.37	
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	4	124.36	123.71	
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	1	124.98	124.79	
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	2	127.39	125.82	
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	3	129.38	127.64	
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	4	129.11	128.46	
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	1	128.97	128.72	
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	2	131.75	130.21	
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	3	132.8	130.96	
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	4	131.71	131.05	
33340	"Milwaukee-Waukesha-West Allis, WI"	1997	1	133.4	133.1	
33340	"Milwaukee-Waukesha-West Allis, WI"	1997	2	135.1	133.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1997	3	136.15	134.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1997	4	136.4	135.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1998	1	137.52	137.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	1998	2	139.02	137.62	
33340	"Milwaukee-Waukesha-West Allis, WI"	1998	3	141.38	139.31	
33340	"Milwaukee-Waukesha-West Allis, WI"	1998	4	141.56	140.74	
33340	"Milwaukee-Waukesha-West Allis, WI"	1999	1	142.47	142.24	
33340	"Milwaukee-Waukesha-West Allis, WI"	1999	2	146.29	144.83	
33340	"Milwaukee-Waukesha-West Allis, WI"	1999	3	149.56	147.28	
33340	"Milwaukee-Waukesha-West Allis, WI"	1999	4	150.61	149.72	
33340	"Milwaukee-Waukesha-West Allis, WI"	2000	1	152.24	152.09	
33340	"Milwaukee-Waukesha-West Allis, WI"	2000	2	156.15	154.61	
33340	"Milwaukee-Waukesha-West Allis, WI"	2000	3	159.9	157.33	
33340	"Milwaukee-Waukesha-West Allis, WI"	2000	4	161.21	160.28	
33340	"Milwaukee-Waukesha-West Allis, WI"	2001	1	163.31	163.26	
33340	"Milwaukee-Waukesha-West Allis, WI"	2001	2	167.53	165.87	
33340	"Milwaukee-Waukesha-West Allis, WI"	2001	3	170.53	167.7	
33340	"Milwaukee-Waukesha-West Allis, WI"	2001	4	170.98	169.95	
33340	"Milwaukee-Waukesha-West Allis, WI"	2002	1	173.79	173.87	
33340	"Milwaukee-Waukesha-West Allis, WI"	2002	2	178.85	177.12	
33340	"Milwaukee-Waukesha-West Allis, WI"	2002	3	184.47	181.33	
33340	"Milwaukee-Waukesha-West Allis, WI"	2002	4	185.95	184.65	
33340	"Milwaukee-Waukesha-West Allis, WI"	2003	1	186.94	187.26	
33340	"Milwaukee-Waukesha-West Allis, WI"	2003	2	194.33	192.41	
33340	"Milwaukee-Waukesha-West Allis, WI"	2003	3	199.66	196.33	
33340	"Milwaukee-Waukesha-West Allis, WI"	2003	4	201.3	199.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
33340	"Milwaukee-Waukesha-West Allis, WI"	2004	1	200.15	200.64	
33340	"Milwaukee-Waukesha-West Allis, WI"	2004	2	207.59	205.49	
33340	"Milwaukee-Waukesha-West Allis, WI"	2004	3	212.43	209.06	
33340	"Milwaukee-Waukesha-West Allis, WI"	2004	4	215.04	213.12	
33340	"Milwaukee-Waukesha-West Allis, WI"	2005	1	217.3	217.86	
33340	"Milwaukee-Waukesha-West Allis, WI"	2005	2	225.31	222.94	
33340	"Milwaukee-Waukesha-West Allis, WI"	2005	3	231.87	228.41	
33340	"Milwaukee-Waukesha-West Allis, WI"	2005	4	234.92	232.69	
33340	"Milwaukee-Waukesha-West Allis, WI"	2006	1	234.96	235.6	
33340	"Milwaukee-Waukesha-West Allis, WI"	2006	2	239.12	236.57	
33340	"Milwaukee-Waukesha-West Allis, WI"	2006	3	239.28	235.61	
33340	"Milwaukee-Waukesha-West Allis, WI"	2006	4	239.86	237.59	
33340	"Milwaukee-Waukesha-West Allis, WI"	2007	1	237.83	238.82	
33340	"Milwaukee-Waukesha-West Allis, WI"	2007	2	237.78	235.17	
33340	"Milwaukee-Waukesha-West Allis, WI"	2007	3	234.71	230.66	
33340	"Milwaukee-Waukesha-West Allis, WI"	2007	4	230.45	228.36	
33340	"Milwaukee-Waukesha-West Allis, WI"	2008	1	222.8	224.39	
33340	"Milwaukee-Waukesha-West Allis, WI"	2008	2	220.83	218.15	
33340	"Milwaukee-Waukesha-West Allis, WI"	2008	3	217.1	212.73	
33340	"Milwaukee-Waukesha-West Allis, WI"	2008	4	205.48	203.83	
33340	"Milwaukee-Waukesha-West Allis, WI"	2009	1	195.71	197.85	
33340	"Milwaukee-Waukesha-West Allis, WI"	2009	2	198.71	195.83	
33340	"Milwaukee-Waukesha-West Allis, WI"	2009	3	200.22	195.81	
33340	"Milwaukee-Waukesha-West Allis, WI"	2009	4	197.36	195.93	
33340	"Milwaukee-Waukesha-West Allis, WI"	2010	1	188.92	191.7	
33340	"Milwaukee-Waukesha-West Allis, WI"	2010	2	199.81	196.3	
33340	"Milwaukee-Waukesha-West Allis, WI"	2010	3	191.52	187.12	
33340	"Milwaukee-Waukesha-West Allis, WI"	2010	4	184.96	183.82	
33340	"Milwaukee-Waukesha-West Allis, WI"	2011	1	178.31	181.34	
33340	"Milwaukee-Waukesha-West Allis, WI"	2011	2	183.36	179.74	
33340	"Milwaukee-Waukesha-West Allis, WI"	2011	3	183.05	178.74	
33340	"Milwaukee-Waukesha-West Allis, WI"	2011	4	178.3	177.36	
33340	"Milwaukee-Waukesha-West Allis, WI"	2012	1	172.54	175.69	
33340	"Milwaukee-Waukesha-West Allis, WI"	2012	2	181.03	177.15	
33340	"Milwaukee-Waukesha-West Allis, WI"	2012	3	181.91	177.66	
33340	"Milwaukee-Waukesha-West Allis, WI"	2012	4	180.03	179.25	
33340	"Milwaukee-Waukesha-West Allis, WI"	2013	1	180.46	183.64	
33340	"Milwaukee-Waukesha-West Allis, WI"	2013	2	188.08	184.05	
33340	"Milwaukee-Waukesha-West Allis, WI"	2013	3	191.12	186.75	
33340	"Milwaukee-Waukesha-West Allis, WI"	2013	4	187.6	186.75	
33340	"Milwaukee-Waukesha-West Allis, WI"	2014	1	184.05	187.22	
33340	"Milwaukee-Waukesha-West Allis, WI"	2014	2	194.37	190.13	
33340	"Milwaukee-Waukesha-West Allis, WI"	2014	3	196.43	192.25	
33340	"Milwaukee-Waukesha-West Allis, WI"	2014	4	197.86	196.81	
33340	"Milwaukee-Waukesha-West Allis, WI"	2015	1	197.22	200.41	
33340	"Milwaukee-Waukesha-West Allis, WI"	2015	2	206.07	201.7	
33340	"Milwaukee-Waukesha-West Allis, WI"	2015	3	207.05	202.81	
33340	"Milwaukee-Waukesha-West Allis, WI"	2015	4	204.79	203.54	
33340	"Milwaukee-Waukesha-West Allis, WI"	2016	1	200.52	203.73	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1991	1	100	100	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1991	2	99.83	99.53	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1991	3	100.02	99.63	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1991	4	100.62	100.43	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1992	1	101.26	101.33	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1992	2	102.07	101.72	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1992	3	102.82	102.37	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1992	4	103.54	103.35	
33460	"Minneapolis-St. Paul-Bloomington, MN-WI"	1993	1	103.8	103.98	
