state	Year	Quarter	Index	Standard Error
FL	2000	3	136.33
FL	2000	4	140.44
FL	2001	1	142.39
FL	2001	2	146.10
FL	2001	3	150.23
FL	2001	4	154.46
FL	2002	1	157.49
FL	2002	2	164.26
FL	2002	3	168.88
FL	2002	4	173.71
FL	2003	1	177.69
FL	2003	2	181.50
FL	2003	3	187.28
FL	2003	4	194.97
FL	2004	1	200.73
FL	2004	2	208.81
FL	2004	3	218.24
FL	2004	4	229.03
FL	2005	1	233.71
FL	2005	2	251.02
FL	2005	3	264.23
FL	2005	4	271.10
FL	2006	1	286.23
FL	2006	2	298.76
FL	2006	3	299.90
FL	2006	4	307.16
FL	2007	1	310.54
FL	2007	2	309.66
FL	2007	3	305.21
FL	2007	4	298.10
FL	2008	1	289.46
FL	2008	2	279.75
FL	2008	3	264.53
FL	2008	4	258.48
FL	2009	1	263.02
FL	2009	2	250.72
FL	2009	3	233.09
FL	2009	4	228.10
FL	2010	1	222.01
FL	2010	2	218.94
FL	2010	3	214.80
FL	2010	4	214.45
FL	2011	1	205.32
FL	2011	2	204.23
FL	2011	3	201.60
FL	2011	4	202.15
FL	2012	1	199.64
FL	2012	2	194.93
FL	2012	3	201.07
FL	2012	4	202.14
FL	2013	1	198.92
FL	2013	2	206.70
FL	2013	3	201.39
FL	2013	4	203.12
FL	2014	1	201.75
FL	2014	2	210.85
FL	2014	3	212.34
FL	2014	4	213.59
FL	2015	1	224.85
FL	2015	2	224.96
FL	2015	3	233.50
FL	2015	4	236.31
FL	2016	1	245.36
GA	1995	1	100.00
GA	1995	2	103.08
GA	1995	3	103.51
GA	1995	4	104.81
GA	1996	1	107.76
GA	1996	2	107.68
GA	1996	3	108.06
GA	1996	4	109.41
GA	1997	1	110.35
GA	1997	2	111.63
GA	1997	3	114.13
GA	1997	4	115.75
GA	1998	1	117.53
GA	1998	2	118.35
GA	1998	3	120.31
GA	1998	4	123.09
GA	1999	1	124.29
GA	1999	2	126.28
GA	1999	3	127.96
GA	1999	4	128.56
GA	2000	1	130.22
GA	2000	2	131.72
GA	2000	3	133.94
GA	2000	4	137.22
GA	2001	1	139.97
GA	2001	2	142.01
GA	2001	3	144.15
GA	2001	4	145.66
GA	2002	1	146.96
GA	2002	2	148.22
GA	2002	3	150.34
GA	2002	4	152.88
GA	2003	1	155.02
GA	2003	2	156.32
GA	2003	3	157.63
GA	2003	4	159.04
GA	2004	1	162.10
GA	2004	2	163.46
GA	2004	3	167.35
GA	2004	4	170.10
GA	2005	1	172.69
GA	2005	2	175.57
GA	2005	3	179.45
GA	2005	4	183.23
GA	2006	1	186.29
GA	2006	2	189.94
GA	2006	3	192.66
GA	2006	4	197.40
GA	2007	1	199.15
GA	2007	2	199.56
GA	2007	3	200.20
GA	2007	4	202.51
GA	2008	1	203.28
GA	2008	2	201.73
GA	2008	3	197.25
GA	2008	4	197.16
GA	2009	1	200.25
GA	2009	2	195.99
GA	2009	3	189.10
GA	2009	4	186.16
GA	2010	1	181.45
GA	2010	2	177.51
GA	2010	3	178.97
GA	2010	4	175.85
GA	2011	1	169.88
GA	2011	2	164.31
GA	2011	3	166.30
GA	2011	4	164.36
GA	2012	1	161.50
GA	2012	2	160.22
GA	2012	3	161.38
GA	2012	4	162.43
GA	2013	1	159.81
GA	2013	2	162.31
GA	2013	3	162.40
GA	2013	4	162.39
GA	2014	1	161.59
GA	2014	2	166.90
GA	2014	3	168.40
GA	2014	4	171.15
GA	2015	1	170.83
GA	2015	2	172.02
GA	2015	3	176.04
GA	2015	4	177.64
GA	2016	1	179.92
HI	1995	1	100.00
HI	1995	2	99.42
HI	1995	3	99.60
HI	1995	4	99.97
HI	1996	1	101.41
HI	1996	2	100.28
HI	1996	3	96.44
HI	1996	4	95.64
HI	1997	1	97.18
HI	1997	2	91.12
HI	1997	3	93.16
HI	1997	4	89.80
HI	1998	1	94.67
HI	1998	2	94.93
HI	1998	3	94.46
HI	1998	4	94.84
HI	1999	1	94.89
HI	1999	2	92.90
HI	1999	3	92.67
HI	1999	4	90.30
HI	2000	1	96.30
HI	2000	2	95.49
HI	2000	3	95.48
HI	2000	4	98.48
HI	2001	1	100.44
HI	2001	2	103.92
HI	2001	3	106.15
HI	2001	4	108.90
HI	2002	1	109.33
HI	2002	2	113.55
HI	2002	3	116.20
HI	2002	4	117.24
HI	2003	1	121.61
HI	2003	2	126.45
HI	2003	3	130.25
HI	2003	4	136.83
HI	2004	1	145.10
HI	2004	2	156.73
HI	2004	3	173.51
HI	2004	4	181.35
HI	2005	1	195.88
HI	2005	2	206.55
HI	2005	3	219.42
HI	2005	4	227.59
HI	2006	1	235.41
HI	2006	2	236.58
HI	2006	3	237.66
HI	2006	4	240.84
HI	2007	1	238.24
HI	2007	2	239.31
HI	2007	3	230.26
HI	2007	4	230.63
HI	2008	1	227.62
HI	2008	2	222.60
HI	2008	3	212.05
HI	2008	4	207.51
HI	2009	1	207.30
HI	2009	2	193.99
HI	2009	3	185.00
HI	2009	4	181.09
HI	2010	1	176.57
HI	2010	2	173.22
HI	2010	3	172.00
HI	2010	4	165.62
HI	2011	1	164.77
HI	2011	2	157.19
HI	2011	3	159.25
HI	2011	4	161.40
HI	2012	1	158.90
HI	2012	2	158.00
HI	2012	3	166.74
HI	2012	4	165.48
HI	2013	1	165.13
HI	2013	2	170.62
HI	2013	3	175.56
HI	2013	4	180.49
HI	2014	1	179.96
HI	2014	2	186.62
HI	2014	3	193.16
HI	2014	4	194.85
HI	2015	1	197.06
HI	2015	2	204.74
HI	2015	3	204.79
HI	2015	4	205.04
HI	2016	1	206.01
IA	1995	1	100.00
IA	1995	2	102.11
IA	1995	3	104.05
IA	1995	4	104.64
IA	1996	1	107.80
IA	1996	2	107.85
IA	1996	3	110.02
IA	1996	4	111.12
IA	1997	1	112.85
IA	1997	2	113.82
IA	1997	3	115.95
IA	1997	4	116.42
IA	1998	1	118.37
IA	1998	2	120.61
IA	1998	3	122.15
IA	1998	4	123.56
IA	1999	1	124.69
IA	1999	2	126.86
IA	1999	3	127.01
IA	1999	4	128.12
IA	2000	1	129.44
IA	2000	2	130.25
IA	2000	3	132.45
IA	2000	4	133.80
IA	2001	1	136.14
IA	2001	2	138.18
